,bhk,locality,area,price
17653,2,Mahindra Happinest Kalyan Project B,698,50.0
17654,2,Mahindra Happinest Kalyan Project B,780,55.0
17655,1,Mahindra Happinest Kalyan Project B,473,33.0
17656,2,Mahindra Roots,1200,1.9
17657,2,Mahindra Roots,1000,1.7
17658,2,Mahindra Roots,1200,1.93
17659,2,Mahindra Roots,1200,1.94
17660,2,Mahindra Roots,1200,1.92
17661,2,Mahindra Roots,1200,1.94
17662,2,Mahindra Roots,1200,1.8
17663,2,Mahindra Roots,1200,1.8
17664,2,Mahindra Roots,1200,1.83
17665,2,Mahindra Roots,1200,1.9
17666,2,Mahindra Roots,862,1.81
17667,2,Mahindra Roots,873,1.8
17668,2,Mahindra Roots,1200,1.9
17669,2,Mahindra Roots,1200,1.9
17670,2,Mahindra Roots,1200,1.92
17671,2,Mahindra Roots,1200,1.93
17672,2,Mahindra Roots,1200,1.9
17673,2,Mahindra Roots,1200,1.92
17674,2,Mahindra Roots,1200,1.91
17675,2,Mahindra Roots,1200,1.9
17676,2,Mahindra Roots,1200,1.92
17677,2,Mahindra Roots,1200,1.93
17678,2,Mahindra Roots,1200,1.9
17679,2,Mahindra Roots,1239,1.84
17680,2,Mahindra Roots,1239,1.82
17681,2,Mahindra Roots,1105,1.66
17682,3,Mahindra Splendour,1650,2.9
17683,3,Mahindra Splendour,1440,2.45
17684,3,Mahindra Splendour,1624,2.7
17685,3,Mahindra Splendour,1624,2.7
17686,2,Mahindra Splendour,1486,2.35
17687,3,Mahindra Splendour,1624,2.7
17688,3,Mahindra Splendour,1460,2.41
17689,3,Mahindra Splendour,1460,2.41
17690,3,Mahindra Splendour,1640,2.7
17691,3,Mahindra Splendour,1645,2.74
17692,3,Mahindra Splendour,1460,2.4
17693,2,Mahindra Splendour,1486,2.7
17694,3,Mahindra Splendour,1486,2.7
17695,3,Mahindra Splendour,1486,2.7
17696,3,Mahindra Splendour,1486,2.7
17697,3,Mahindra Splendour,1486,2.7
17698,3,Mahindra Splendour,1486,2.7
17699,3,Mahindra Splendour,1463,2.65
17700,3,Mahindra Splendour,1463,2.65
17701,3,Mahindra Splendour,1463,2.65
17702,3,Mahindra Splendour,1463,2.65
17703,2,Mahindra The Great Eastern Gardens,950,2.05
17704,3,Mahindra The Great Eastern Gardens,1502,3.25
17705,3,Mahindra The Great Eastern Gardens,1500,3.45
17706,3,Mahindra The Great Eastern Gardens,1650,3.5
17707,3,Mahindra The Great Eastern Gardens,1600,3.2
17708,2,Mahindra The Great Eastern Gardens,850,1.87
17709,2,Mahindra The Great Eastern Gardens,1013,2.4
17710,2,Mahindra The Great Eastern Gardens,1050,1.9
17711,2,Mahindra The Great Eastern Gardens,1050,2.0
17712,2,Mahindra Vicino A1 A2,850,2.37
17713,2,Mahindra Vicino A1 A2,867,2.1
17714,1,Mahindra Vicino A1 A2,687,1.5
17715,2,Mahindra Vicino A1 A2,787,2.27
17716,2,Mahindra Vicino A1 A2,746,2.22
17717,1,Mahindra Vicino A3A4,690,1.42
17721,3,Mahindra Vicino A3A4,1520,4.02
17722,2,Mahindra Vicino A3A4,900,2.22
17723,3,Mahindra Vicino A3A4,1322,3.74
17724,2,Mahindra Vicino A3A4,943,2.73
17725,1,Mahindra Vicino A3A4,775,1.61
17726,1,Mahindra Vicino A3A4,775,1.62
17727,1,Mahindra Vicino A3A4,775,1.63
17728,1,Mahindra Vicino A3A4,775,1.64
17733,3,Mahindra Vicino A3A4,1386,3.13
17734,1,Mahindra Vicino A3A4,775,1.61
17735,1,Mahindra Vicino A3A4,775,1.62
17736,1,Mahindra Vicino A3A4,775,1.63
17737,1,Mahindra Vicino A3A4,775,1.64
17742,3,Mahindra Vicino A3A4,1386,3.13
17745,1,Mahindra Vicino A3A4,483,1.4
17746,1,Mahindra Vicino A3A4,483,1.4
17747,1,Mahindra Vicino A3A4,518,1.5
17748,1,Mahindra Vicino A3A4,518,1.5
17749,1,Maitry Heights,525,25.6
17750,1,Maitry Heights,525,30.0
17752,1,Maitry Heights,715,38.0
17753,1,Maitry Heights,675,35.51
17756,1,Maitry Heights,665,32.58
17758,1,Maitry Heights,630,30.87
17759,1,Maitry Heights,630,35.75
17760,1,Maitry Heights,591,33.0
17761,1,Maitry Heights,650,30.0
17763,3,Mallhar Bhimashankar Heights,1140,2.6
17764,2,Mallhar Bhimashankar Heights,903,1.73
17765,2,Mallhar Bhimashankar Heights,903,1.58
17766,2,Mallhar Bhimashankar Heights,880,1.68
17767,2,Mallhar Bhimashankar Heights,1194,2.08
17768,2,Mallhar Bhimashankar Heights,880,1.54
17769,2,Mallhar Bhimashankar Heights,850,1.95
17770,2,Mallhar Bhimashankar Heights,750,1.8
17771,2,Mallhar Bhimashankar Heights,770,1.91
17772,2,Mallhar Bhimashankar Heights,770,1.91
17773,2,Mallhar Bhimashankar Heights,770,1.91
17774,2,Mallhar Bhimashankar Heights,770,1.91
17775,2,Mallhar Bhimashankar Heights,753,1.84
17776,2,Mallhar Bhimashankar Heights,753,1.84
17777,2,Mallhar Bhimashankar Heights,734,1.8
17778,2,Mallhar Bhimashankar Heights,734,1.8
17779,1,Man Aaradhya Parkwood 1,600,77.0
17780,1,Man Aaradhya Parkwood 1,734,77.0
17781,1,Man Aaradhya Parkwood 1,734,77.0
17782,1,Man Aaradhya Parkwood 1,734,76.0
17783,1,Man Aaradhya Parkwood 1,600,72.0
17784,1,Man Aaradhya Parkwood 1,552,70.0
17785,1,Man Aaradhya Parkwood 1,550,77.0
17787,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,722,2.03
17789,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,517,1.4
17790,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,712,1.94
17792,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,488,1.3
17793,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,715,1.95
17794,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,665,1.82
17795,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,511,1.41
17796,3,Man Ghatkopar Avenue Aaradhya One Earth Phase I,1000,2.77
17797,3,Man Ghatkopar Avenue Aaradhya One Earth Phase I,1000,2.77
17798,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,722,2.03
17800,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,517,1.4
17801,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,712,1.94
17803,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,488,1.3
17804,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,715,1.95
17805,2,Man Ghatkopar Avenue Aaradhya One Earth Phase I,665,1.82
17806,1,Man Ghatkopar Avenue Aaradhya One Earth Phase I,511,1.41
17809,1,Man One Park Avenue,564,70.0
17810,1,Man One Park Avenue,564,70.0
17812,1,Man One Park Avenue,564,70.0
17813,1,Man One Park Avenue,564,70.0
17814,1,Man One Park Avenue,580,75.0
17815,1,Man One Park Avenue,564,70.0
17816,2,Man One Park Avenue 6,798,99.0
17817,1,Man One Park Avenue 6,564,70.0
17818,1,Man One Park Avenue 6,564,70.0
17819,1,Man One Park Avenue 6,564,70.0
17820,2,Man One Park Avenue 6,798,99.0
17821,1,Man One Park Avenue 6,564,70.0
17822,2,Man One Park Avenue 6,798,99.0
17827,2,Man Opus,750,73.0
17828,1,Man Opus,650,62.0
17832,1,Man Opus,620,60.0
17833,2,Man Opus,750,70.0
17834,2,Man Opus,870,95.0
17836,2,Man Opus,856,79.0
17837,2,Man Opus,856,80.0
17839,1,Man Opus,659,59.0
17840,1,Man Opus,659,59.0
17841,1,Man Opus,656,61.0
17842,2,Man Opus,850,78.0
17843,1,Man Opus,630,59.0
17846,1,Man Opus,765,66.5
17848,1,Man Opus,690,62.0
17849,1,Man Opus,700,65.0
17850,1,Man Opus,715,65.0
17851,1,Man Opus,630,72.0
17852,1,Man Opus,710,62.0
17854,1,Man Opus,590,62.0
17858,1,Man Opus,700,65.0
17860,1,Man Opus,690,72.0
17861,1,Man Opus,690,72.5
17862,2,Man Opus,780,75.0
17863,1,Man Opus,630,63.0
17864,1,Man Opus,715,68.0
17865,2,Man Opus,780,75.0
17867,1,Man Opus,730,58.0
17869,1,Man Opus,720,62.49
17870,1,Man Opus,695,67.0
17872,1,Man Opus,700,64.0
17873,2,Man Opus,800,74.0
17874,2,Man Opus,800,74.0
17875,1,Man Opus,645,66.0
17876,2,Man Opus,775,83.0
17877,1,Man Opus,630,65.0
17878,1,Man Opus,630,67.0
17879,1,Man Opus,740,65.0
17880,1,Man Opus,730,65.0
17884,1,Man Opus,680,53.9
17885,1,Man Opus,710,54.1
17886,1,Man Opus,710,55.0
17887,1,Man Opus,715,56.0
17888,1,Man Opus,710,53.8
17889,1,Man Opus,695,65.0
17890,1,Man Opus,715,54.0
17891,1,Man Opus,715,52.0
17892,1,Man Opus,750,60.0
17893,2,Man Opus,692,80.0
17894,2,Man Opus,692,80.0
17895,1,Mangeshi Sohan,740,47.0
17896,1,Mangeshi Sohan,750,45.5
17897,1,Mangeshi Sohan,665,47.0
17898,2,Mangeshi Sohan,926,67.0
17899,1,Mangeshi Sohan,700,50.0
17900,2,Mangeshi Sohan,926,67.0
17901,1,Mangeshi Sohan,647,48.0
17902,1,Mangeshi Sohan,780,50.0
17903,1,Mangeshi Sohan,710,46.6
17904,1,Mangeshi Sohan,617,40.0
17905,1,Marathon Embrace A,350,40.0
17906,1,Marathon Embrace A,400,45.0
17907,1,Marathon Embrace A,400,44.0
17908,1,Marathon Embrace A,420,48.0
17909,1,Marathon Embrace A,327,39.0
17918,2,Marathon Marathon Nexzone,700,80.0
17919,1,Marathon Marathon Nexzone,452,48.21
17920,2,Marathon Marathon Nexzone,913,97.38
17921,1,Marathon Marathon Nexzone,420,44.8
17922,2,Marathon Marathon Nexzone,745,79.46
17923,1,Marathon Marathon Nexzone,449,47.89
17924,2,Marathon Marathon Nexzone,903,96.32
17926,1,Marathon Marathon Nexzone,650,45.0
17932,1,Marathon Marathon Nexzone,452,46.0
17933,2,Marathon Marathon Nexzone,745,87.19
17934,1,Marathon Marathon Nexzone,449,44.0
17935,1,Marathon Marathon Nexzone,452,48.21
17936,1,Marathon Marathon Nexzone,452,48.21
17937,2,Marathon Marathon Nexzone,913,97.38
17938,1,Marathon Marathon Nexzone,420,44.8
17939,2,Marathon Marathon Nexzone,745,79.46
17940,1,Marathon Marathon Nexzone,449,47.89
17941,2,Marathon Marathon Nexzone,903,96.32
17942,1,Marathon Marathon Nexzone,560,45.0
17944,2,Marathon Marathon Nexzone,745,79.46
17945,2,Marathon Marathon Nexzone,745,79.46
17946,2,Marathon Marathon Nexzone,903,96.32
17947,2,Marathon Marathon Nexzone,828,88.32
17948,1,Marathon Marathon Nexzone,459,48.96
17949,1,Marathon Marathon Nexzone,458,48.85
17950,2,Marathon Marathon Nexzone,668,71.25
17951,1,Marathon Marathon Nexzone,460,49.06
17952,1,Marathon Marathon Nexzone,459,48.96
17953,2,Marathon Marathon Nexzone,664,76.0
17955,1,Marathon Marathon Nexzone,460,44.89
17956,1,Marathon Marathon Nexzone,452,48.21
17957,2,Marathon Marathon Nexzone,913,97.38
17958,1,Marathon Marathon Nexzone,420,44.8
17959,2,Marathon Marathon Nexzone,745,79.46
17960,1,Marathon Marathon Nexzone,449,47.89
17961,2,Marathon Marathon Nexzone,903,96.32
17962,2,Marathon Monte South,1395,3.49
17963,3,Marathon Monte South,1867,4.89
17964,3,Marathon Monte South,2803,7.74
17965,2,Marathon Monte South,1739,4.11
17966,2,Marathon Monte South,2000,4.3
17967,2,Marathon Monte South,1250,2.75
17968,2,Marathon Monte South,1100,3.0
17969,2,Marathon Monte South,1100,3.0
17970,2,Marathon Monte South,1100,3.0
17971,3,Marathon Monte South,1500,4.3
17972,4,Marathon Monte South,2700,6.75
17974,2,Marathon Monte South,1000,2.75
17975,2,Marathon Monte South 1,1250,5.0
17976,4,Marathon Monte South 1,1565,7.2
17977,4,Marathon Monte South 1,1780,8.19
17978,2,Marathon Monte South 1,935,3.86
17979,3,Marathon Monte South 1,1339,5.47
17980,2,Marathon Monte South 1,941,4.33
17981,3,Marathon Monte South 1,1192,5.48
17982,3,Marathon Monte South 1,1255,5.77
17983,3,Marathon Monte South 1,1408,6.48
17984,3,Marathon Monte South 1,1303,5.99
17986,4,Marathon Monte South 1,1500,6.8
17987,3,Marathon Monte South 1,1227,5.22
17994,2,Marathon MonteSouth,1158,5.23
17995,2,Marathon MonteSouth,1158,5.23
17998,2,Marathon MonteSouth,1214,5.49
17999,2,Marathon MonteSouth,1214,5.49
18003,2,Marathon MonteSouth,842,3.35
18004,2,Marathon MonteSouth,746,2.99
18006,2,Marathon Nextgen Era,1388,4.86
18007,2,Marathon Nextgen Era,1388,4.8
18008,2,Marathon Nextgen Era,1388,4.92
18009,2,Marathon Nextgen Era,1388,5.0
18010,2,Marathon Nextgen Era,1388,4.86
18012,2,Marathon Nextgen Era,1388,4.8
18013,3,Marathon Nextgen Era,1800,6.5
18015,6,Marathon Nextgen Era,3400,12.5
18016,2,Marathon Nextown,847,55.85
18017,1,Marathon Nextown,619,35.98
18018,2,Marathon Nextown,847,55.85
18019,2,Marathon Nextown,808,55.85
18020,1,Marathon Nextown,540,35.26
18021,1,Marathon Nextown,580,32.0
18022,1,Marathon Nextown,400,21.99
18024,2,Marathon Nextown,945,72.0
18025,1,Marathon Nextown,630,45.0
18026,1,Marathon Nextown,626,45.0
18027,1,Marathon Nextown,400,22.0
18028,2,Marathon Nexworld,900,50.1
18029,2,Marathon Nexworld,619,35.1
18030,1,Marathon Nexworld,540,37.25
18031,1,Marathon Nexworld,720,38.5
18032,2,Marathon Nexworld,850,46.85
18034,1,Marathon Nexworld,619,35.25
18035,1,Marathon Nexworld,684,34.99
18036,1,Marathon Nexworld,864,41.0
18037,2,Marathon Nexworld,619,35.3
18038,1,Marathon Nexworld,840,41.87
18039,1,Marathon Nexworld,669,37.0
18040,1,Marathon Nexworld,840,40.5
18041,1,Marathon Nexworld,840,41.12
18042,1,Marathon Nexworld,840,42.5
18043,1,Marathon Nexworld,840,40.06
18044,1,Marathon Nexworld,550,39.1
18045,2,Marathon Nexworld,833,51.0
18046,2,Marathon Nexworld,785,52.0
18047,1,Marathon Nexworld,550,34.0
18048,1,Marathon Nexzone Aster 1,459,54.99
18049,1,Marathon Nexzone Aster 1,459,54.99
18052,1,Marathon Nexzone Aster 1,459,54.99
18053,1,Marathon Nexzone Aster 1,459,54.99
18056,1,Marathon Nexzone Aster 1,459,54.99
18057,1,Marathon Nexzone Aster 1,459,54.99
18060,1,Marathon Nexzone Triton 2,760,55.0
18061,2,Marathon Nexzone Triton 2,745,58.87
18062,1,Marathon Nexzone Triton 2,349,27.53
18063,2,Marathon Nexzone Triton 2,643,50.75
18064,2,Marathon Nexzone Triton 2,658,51.94
18065,2,Marathon Nexzone Triton 2,913,72.1
18066,2,Marathon Nexzone Triton 2,903,71.33
18067,2,Marathon Nexzone Triton 2,736,58.16
18068,3,Mavani Geetanjali,951,2.52
18069,3,Mavani Geetanjali,1040,2.75
18070,2,Mavani Geetanjali,660,1.74
18071,3,Mavani Geetanjali,976,2.58
18072,2,Mavani Geetanjali,743,1.96
18073,3,Mavani Geetanjali,1012,2.68
18074,2,Mavani Geetanjali,780,2.06
18075,3,Mavani Geetanjali,976,2.63
18076,2,Mavani Geetanjali,780,2.1
18077,2,Mayfair Hillcrest,1150,1.65
18078,2,Mayfair Hillcrest,1150,1.68
18079,2,Mayfair Hillcrest,1150,1.65
18080,2,Mayfair Hillcrest,1150,1.68
18081,2,Mayfair Hillcrest,1070,1.6
18082,2,Mayfair Hillcrest,1070,1.55
18083,2,Mayfair Hillcrest,1050,1.5
18084,2,Mayfair Hillcrest,1000,1.6
18085,2,Mayfair The View,1010,1.65
18086,2,Mayfair The View,1010,1.64
18087,2,Mayfair The View,1010,1.6
18088,2,Mayfair The View,1010,1.61
18089,2,Mayfair The View,950,1.48
18090,2,Mayfair The View,950,1.49
18091,2,Mayfair The View,1010,1.62
18092,2,Mayfair The View,756,1.34
18093,2,Mayfair The View,619,1.4
18094,2,Mayfair The View,629,1.43
18095,2,Mayfair The View,814,1.48
18096,2,Mayfair The View,866,14.0
18097,2,Mayfair The View,814,1.32
18098,2,Mayfair The View,814,1.32
18099,2,Mayfair The View,814,1.32
18100,2,Mayfair The View,629,1.65
18101,2,Mayfair The View,623,1.4
18102,2,Mayfair The View,619,1.4
18103,2,Mayfair The View,866,1.56
18104,2,Mayfair The View,950,1.65
18105,2,Mayfair The View,1020,1.78
18106,2,Mayfair The View,1020,1.75
18107,2,Mayfair The View,950,1.68
18108,2,Mayfair The View,1030,1.78
18109,2,Mayfair The View,950,1.65
18110,2,Mayfair The View,790,1.49
18111,2,Mayfair The View,817,1.2
18112,1,Mayfair Virar Gardens,590,29.99
18113,1,Mayfair Virar Gardens,590,29.99
18114,1,Mayfair Virar Gardens,590,29.99
18115,1,Mayfair Virar Gardens,590,29.99
18116,1,Mayfair Virar Gardens,590,29.99
18117,1,Mayfair Virar Gardens,590,29.99
18118,1,Mayfair Virar Gardens,590,29.99
18119,1,Mayfair Virar Gardens,590,29.99
18120,1,Mayfair Virar Gardens,590,29.99
18121,1,Mayfair Virar Gardens,590,29.99
18122,1,Mayfair Virar Gardens,590,29.99
18123,1,Mayfair Virar Gardens,590,29.99
18124,1,Mayfair Virar Gardens,590,29.99
18125,1,Mayfair Virar Gardens,590,29.99
18126,1,Mayfair Virar Gardens,590,29.99
18127,1,Mayfair Virar Gardens,590,29.99
18128,1,Mayfair Virar Gardens,590,29.99
18129,1,Mayfair Virar Gardens,590,29.99
18130,2,Mayfair Virar Gardens,860,45.0
18131,2,Mayfair Virar Gardens,860,45.0
18132,2,Mayfair Virar Gardens,860,45.0
18133,2,Mayflower,999,1.65
18134,2,Mayflower,999,1.65
18135,2,Mayflower,1000,1.85
18136,2,Mayflower,997,1.65
18137,2,Mayflower,999,1.66
18138,2,Mayflower,997,1.65
18139,2,Mayflower,999,1.66
18140,2,Mayflower,999,1.66
18141,2,Mayflower,1000,1.65
18142,2,Mayflower,1000,1.65
18143,2,Mayflower,1000,1.8
18144,2,Mayflower,1000,1.85
18145,2,Mayflower,1000,1.85
18146,5,Mayflower,5868,8.75
18147,2,Mayflower,1000,1.8
18148,2,Mayflower,1000,1.85
18149,2,Mayflower,1000,1.65
18150,2,Mayflower,1000,1.85
18151,2,Mayflower,1000,1.85
18152,2,Mayflower,1000,1.85
18153,2,Meena Meena Residency,1150,90.0
18154,2,Meena Meena Residency,1150,89.0
18155,2,Meena Meena Residency,1100,90.0
18156,2,Meena Meena Residency,1150,88.0
18157,2,Meena Meena Residency,1100,90.0
18158,1,Mehta Amrut Heaven,690,49.5
18159,2,Mehta Amrut Heaven,920,68.0
18160,1,Mehta Amrut Heaven,640,49.99
18161,1,Mehta Amrut Heaven,685,52.0
18162,2,Mehta Amrut Heaven,1020,70.0
18163,1,Mehta Amrut Heaven,670,50.0
18164,1,Mehta Amrut Heaven,670,50.0
18165,1,Mehta Amrut Pearl,650,40.0
18166,1,Mehta Amrut Pearl,710,52.0
18167,1,Mehta Amrut Pearl,665,44.0
18168,2,Mehta Amrut Pearl,940,59.0
18169,2,Mehta Amrut Pearl,940,59.0
18170,2,Mehta Amrut Pearl,990,76.0
18171,1,Mehta Amrut Pearl,657,45.0
18172,2,Mehta Amrut Pearl,1052,70.0
18173,1,Mehta Amrut Pearl,720,43.0
18174,2,Metro Paramount,941,63.99
18175,1,Metro Paramount,711,51.25
18176,1,Metro Paramount,702,45.75
18177,1,Metro Paramount,711,45.55
18178,1,Metro Paramount,702,44.99
18179,1,Metro Paramount,702,52.1
18180,1,Metro Paramount,702,44.99
18182,1,Metro Paramount,702,44.99
18184,1,Metro Paramount,702,50.99
18185,1,Metro Paramount,702,49.99
18186,1,Metro Paramount,757,40.0
18187,1,Metro Paramount,765,48.35
18188,1,Metro Paramount,765,47.35
18189,1,Metro Paramount,765,46.82
18190,1,Metro Paramount,702,50.2
18191,2,Metro Paramount,941,62.0
18192,2,Metro Paramount,1015,65.0
18197,1,Metro Paramount,799,43.5
18199,2,Metro Paramount,941,61.99
18200,2,Metro Paramount,941,68.99
18204,2,Metro Paramount,1015,68.99
18205,2,Metro Paramount,941,63.99
18206,1,Metro Paramount,650,39.99
18207,2,Metro Paramount,955,68.0
18208,2,Metro Paramount,1011,71.0
18209,1,Metro Paramount,681,45.0
18210,1,Metro Paramount,560,42.0
18212,1,Metro Paramount,707,35.42
18213,1,Metro Paramount,707,35.42
18214,1,Metro Paramount,707,35.42
18217,1,Metro Paramount,681,45.0
18220,3,Metro The Palms,1800,3.2
18221,3,Metro The Palms,1870,3.2
18222,3,Metro The Palms,1890,3.05
18223,2,Metro The Palms,1280,2.15
18224,1,Metro The Palms,1200,2.15
18225,3,Metro The Palms,1890,3.04
18226,3,Metro The Palms,1890,3.25
18227,3,Metro The Palms,1900,3.4
18228,3,Metro The Palms,1900,3.1
18229,3,Metro The Palms,1910,3.34
18230,3,Metro The Palms,1750,2.95
18231,2,Metro Vasupujya Darshan,7632,18.69
18232,2,Metro Vasupujya Darshan,7632,18.69
18233,2,Metro Vasupujya Darshan,7244,17.74
18234,2,Metro Vasupujya Darshan,7244,17.74
18235,2,Metro Vasupujya Darshan,7492,18.35
18236,2,Metro Vasupujya Darshan,7492,18.35
18237,1,Metropolis Bayside,320,43.86
18238,1,Metropolis Bayside,320,43.86
18239,1,Metropolis Bayside,364,49.89
18240,1,Metropolis Bayside,364,49.89
18241,1,Metropolis Bayside,369,50.57
18242,1,Metropolis Bayside,369,50.57
18243,1,Metropolis Bayside,321,44.0
18244,1,Metropolis Bayside,321,44.0
18245,1,Metropolis Bayside,370,50.71
18246,1,Metropolis Bayside,370,50.71
18247,1,Metropolis Bayside,369,50.57
18248,1,Metropolis Bayside,321,44.0
18249,1,Metropolis Bayside,321,44.0
18250,1,Metropolis Bayside,370,50.71
18251,1,Metropolis Bayside,370,50.71
18252,1,Metropolis Bayside,371,55.0
18253,1,Metropolis Bayside,320,46.18
18254,1,Metropolis Bayside,364,52.53
18255,1,Metropolis Bayside,369,54.52
18256,1,Metropolis Bayside,321,47.09
18257,1,Metropolis Bayside,370,55.85
18258,1,Metropolis Bayside,320,52.12
18259,1,Metropolis Bayside,320,52.12
18260,1,Metropolis Bayside,364,58.23
18261,1,Metropolis Bayside,364,58.23
18262,1,Metropolis Bayside,320,52.12
18263,1,Metropolis Bayside,320,52.12
18264,1,Metropolis Bayside,364,58.23
18265,1,Metropolis Bayside,364,58.23
18266,1,Metropolis Bayside,369,58.23
18267,1,Metropolis Bayside,369,58.23
18268,1,Metropolis Bayside,321,52.12
18269,1,Metropolis Bayside,321,52.12
18270,1,Metropolis Bayside,370,58.23
18271,1,Metropolis Bayside,370,58.23
18272,1,Millennium Flora,740,66.0
18276,1,Millennium Flora,424,60.0
18277,1,Millennium Flora,424,60.0
18280,1,Millennium Flora,424,60.0
18281,1,Millennium Flora,424,60.0
18282,1,Millennium Flora,388,58.0
18283,1,Millennium Flora,388,58.0
18285,2,Millennium Hilton,1080,98.3
18286,2,Millennium Hilton,1080,98.3
18287,2,Millennium Hilton,1080,98.3
18288,2,Millennium Hilton,1080,98.3
18289,1,Millennium Hilton,725,67.87
18290,1,Millennium Hilton,725,67.87
18291,1,Millennium Hilton,665,62.77
18292,1,Millennium Hilton,665,62.77
18293,2,Millennium Hilton,925,85.12
18294,2,Millennium Hilton,925,85.12
18295,1,Millennium Urbania,705,45.0
18296,1,Millennium Urbania,710,47.0
18297,1,Millennium Urbania,705,51.0
18300,1,Millennium Urbania,705,48.0
18301,1,Millennium Urbania,723,57.0
18302,2,Millennium Urbania,1167,92.0
18303,1,Millennium Urbania,667,55.0
18304,2,Millennium Urbania,1095,90.0
18305,1,Millennium Urbania,685,55.0
18306,1,Millennium Urbania,700,56.5
18307,1,Millennium Urbania,710,57.0
18310,3,Mistry 9 PBR,1040,3.59
18311,3,Mistry 9 PBR,1040,3.59
18312,3,Mistry 9 PBR,1080,3.78
18313,3,Mistry 9 PBR,1080,3.78
18314,3,Mistry 9 PBR,1430,5.12
18315,3,Mistry 9 PBR,1430,5.12
18316,3,Mistry 9 PBR,1400,4.99
18317,3,Mistry 9 PBR,1400,4.99
18318,3,Mistry 9 PBR,1300,4.49
18319,3,Mistry 9 PBR,1300,4.49
18320,3,Mistry 9 PBR,1400,4.99
18321,3,Mistry 9 PBR,1400,4.99
18322,3,Mistry 9 PBR,1300,4.49
18323,3,Mistry 9 PBR,1300,4.49
18324,3,Mistry 9 PBR,1040,3.59
18325,3,Mistry 9 PBR,1040,3.59
18326,3,Mistry 9 PBR,1080,3.78
18327,3,Mistry 9 PBR,1080,3.78
18328,3,Mistry 9 PBR,1430,5.12
18329,3,Mistry 9 PBR,1430,5.12
18330,3,Mistry 9 PBR,1400,4.99
18331,3,Mistry 9 PBR,1400,4.99
18332,3,Mistry 9 PBR,1300,4.49
18333,3,Mistry 9 PBR,1300,4.49
18334,3,Mistry 9 PBR,1400,4.99
18335,3,Mistry 9 PBR,1300,4.49
18336,3,Mistry 9 PBR,1300,4.49
18337,3,Mistry 9 PBR,1070,3.68
18338,3,Mistry 9 PBR,1070,3.68
18339,3,Mistry 9 PBR,1040,3.59
18340,3,Mistry 9 PBR,1080,3.78
18341,3,Mistry 9 PBR,1040,3.59
18342,3,Mistry 9 PBR,1040,3.59
18343,3,Mistry 9 PBR,1080,3.78
18344,3,Mistry 9 PBR,1080,3.78
18345,3,Mistry 9 PBR,1430,5.12
18346,3,Mistry 9 PBR,1430,5.12
18347,3,Mistry 9 PBR,1400,4.99
18348,3,Mistry 9 PBR,1400,4.99
18349,3,Mistry 9 PBR,1300,4.49
18350,3,Mistry 9 PBR,1300,4.49
18351,2,Mitasu Sumit Arcenciel,600,1.25
18352,2,Mitasu Sumit Arcenciel,700,1.45
18353,2,Mitasu Sumit Arcenciel,811,1.67
18354,2,Mitasu Sumit Arcenciel,626,1.35
18355,2,Mitasu Sumit Arcenciel,811,1.5
18356,2,Modispaces Volga,677,2.2
18357,2,Modispaces Volga,677,2.2
18358,2,Modispaces Volga,1010,2.7
18359,2,Modispaces Volga,1010,2.61
18360,2,Modispaces Volga,1010,2.63
18361,2,Modispaces Volga,1010,2.62
18362,2,Modispaces Volga,1010,2.62
18363,2,Modispaces Volga,880,2.15
18364,2,Mohan Altezza,1340,1.45
18365,3,Mohan Altezza,1700,1.75
18366,2,Mohan Altezza,1340,1.2
18368,2,Mohan Altezza,1330,1.6
18369,2,Mohan Altezza,1340,1.3
18370,2,Mohan Altezza,1340,1.3
18371,2,Mohan Altezza,1340,1.25
18372,2,Mohan Altezza,1340,1.25
18373,2,Mohan Altezza,1350,1.4
18374,2,Mohan Altezza,1340,1.25
18375,2,Mohan Altezza,1340,1.6
18376,2,Mohan Altezza,1340,1.35
18377,2,Mohan Altezza,1340,1.5
18381,1,Mohan Nano Estates I,414,21.0
18382,1,Mohan Nano Estates I,414,21.0
18383,1,Mohan Nano Estates I,650,29.0
18384,1,Mohan Nano Estates I,414,21.0
18385,1,Mohan Nano Estates I,450,21.5
18386,1,Mohan Nano Estates I,450,22.0
18387,1,Mohan Nano Estates I,650,29.5
18388,2,Mohan Nano Estates I,990,50.0
18389,2,Mohan Nano Estates I,1240,62.0
18390,2,Mohan Suburbia,945,44.0
18392,2,Mohan Suburbia,945,45.0
18393,2,Mohan Suburbia,945,43.0
18394,2,Mohan Suburbia,945,45.0
18395,1,Mohan Suburbia,720,31.0
18396,1,Mohan Suburbia,720,31.0
18397,1,Mohan Suburbia,850,36.0
18398,2,Mohan Suburbia,1070,51.0
