,bhk,locality,area,price
0,2,365 Days Majestic Planet,1040,57.2
1,2,365 Days Majestic Planet,1040,57.2
2,2,365 Days Majestic Planet,1040,57.2
3,2,365 Days Majestic Planet,1040,57.2
4,1,365 Days Majestic Planet,670,36.85
5,1,365 Days Majestic Planet,670,36.85
6,1,365 Days Majestic Planet,700,38.5
7,1,365 Days Majestic Planet,700,38.5
8,2,365 Days Majestic Planet,980,53.9
9,2,365 Days Majestic Planet,980,53.9
10,3,5P Bhagwati Heritage,1230,1.2
11,2,5P Bhagwati Heritage,1250,1.1
12,2,5P Bhagwati Heritage,1250,1.18
13,2,5P Bhagwati Heritage,1230,1.16
14,2,5P Bhagwati Heritage,1260,1.23
16,2,5P Bhagwati Heritage,1255,1.0
17,2,5P Bhagwati Heritage,1250,1.19
19,2,5P Bhagwati Heritage,1250,1.25
21,2,5P Bhagwati Heritage,1250,1.25
22,1,A And O A And O Excellente,351,81.0
23,1,A And O A And O Excellente,353,79.0
24,1,A And O A And O Excellente,352,81.5
25,1,A And O A And O Excellente,313,72.5
26,1,A And O A And O Excellente,315,72.0
27,1,A And O A And O Excellente,313,72.5
28,1,A And O A And O Excellente,314,72.0
29,1,A And O Eminente,382,66.87
30,1,A And O Eminente,389,68.05
31,1,A And O Eminente,451,79.0
32,1,A And O Eminente,376,65.75
33,1,A And O Eminente,389,68.09
34,1,A And O Eminente,389,68.09
35,1,A And O Eminente,389,68.09
36,1,A And O Eminente,374,65.42
37,1,A And O Eminente,393,68.75
38,1,A And O Eminente,374,65.45
39,1,A And O Eminente,379,66.39
40,1,A And O Eminente,388,67.83
41,1,A And O Eminente,382,66.83
42,1,A And O Eminente,387,67.68
43,1,A And O Eminente,382,66.79
44,1,A And O Eminente,388,67.98
45,1,A And O Eminente,374,65.42
46,1,A And O Eminente,382,66.79
47,1,A And O Eminente,374,65.45
48,1,A And O Eminente,457,80.01
49,1,A And O Eminente,376,65.75
50,1,A And O Eminente,379,66.39
51,1,A And O Eminente,750,89.0
52,1,A And O Eminente,374,79.0
53,1,A And O Eminente,374,81.0
54,1,A And O Eminente,376,81.5
55,1,A And O Eminente,617,74.0
56,1,A And O Eminente,505,81.0
57,2,A And O F Residences,730,1.65
58,3,A And O F Residences,1074,2.45
59,4,A And O F Residences,1750,4.1
60,2,A And O F Residences,1100,2.1
61,3,A And O F Residences,1500,3.1
62,2,A And O F Residences,735,1.65
63,2,A And O F Residences,730,1.65
64,3,A And O F Residences,1074,2.45
65,2,A And O F Residences,930,1.56
68,2,A And O F Residences,1100,2.5
69,2,A And O F Residences,1100,2.5
71,2,A And O F Residences,850,1.75
73,2,A And O F Residences,930,1.56
74,2,A And O F Residences,1000,1.7
78,3,A And O F Residences,1075,2.5
79,3,A And O F Residences,1074,2.4
80,3,A And O F Residences,935,2.18
81,2,A And O F Residences,1000,2.0
82,2,A And O F Residences,925,1.75
84,2,A And O F Residences,730,1.65
85,3,A And O F Residences,1074,2.45
86,2,A H A H Sapphire,939,84.33
87,1,A H A H Sapphire,695,59.5
89,1,A H A H Sapphire,720,57.15
90,1,A H A H Sapphire,695,58.49
91,1,A H A H Sapphire,695,57.2
92,1,A H A H Sapphire,654,65.15
93,2,A H A H Sapphire,939,80.3
94,2,A H A H Sapphire,920,86.0
96,1,A H A H Sapphire,675,54.0
97,1,A H A H Sapphire,675,50.12
99,1,A H A H Sapphire,650,50.0
100,1,A H A H Sapphire,650,50.0
101,1,A H A H Sapphire,650,50.0
102,1,A H A H Sapphire,650,50.0
103,1,A H A H Sapphire,650,50.0
104,1,A H A H Sapphire,499,50.0
105,1,A H A H Sapphire,499,50.0
106,1,A H A H Sapphire,480,46.0
107,1,A H A H Sapphire,907,74.0
108,2,A H A H Sapphire,907,74.0
109,2,A H A H Sapphire,910,74.0
110,1,A H A H Sapphire,700,74.0
111,1,A H A H Sapphire,508,50.0
112,1,A H A H Sapphire,480,50.0
113,2,A H A H Sapphire,907,86.0
114,2,A H A H Sapphire,908,74.0
116,1,A H A H Sapphire,625,49.5
117,2,A H A H Sapphire,907,86.5
118,1,A H A H Sapphire,665,50.12
119,1,A H A H Sapphire,695,52.5
121,1,A H A H Sapphire,685,44.0
122,1,A H A H Sapphire,711,50.0
125,1,A H A H Sapphire,670,47.0
126,1,A H A H Sapphire,711,53.0
127,1,A H A H Sapphire,665,47.0
129,1,A H A H Sapphire,695,45.0
130,1,A H A H Sapphire,695,45.5
131,1,A H A H Sapphire,685,44.0
132,1,A H A H Sapphire,665,46.0
133,1,A H A H Sapphire,675,48.0
135,1,A H A H Sapphire,665,46.5
136,1,A H A H Sapphire,690,46.0
137,1,A Plus Golden Veda,545,19.0
138,1,A Plus Golden Veda,535,18.0
139,1,A Plus Golden Veda,525,18.5
140,1,A Plus Golden Veda,495,17.0
141,1,A Plus Golden Veda,440,15.0
142,1,A Plus Golden Veda,565,20.0
143,1,A Plus Golden Veda,500,17.0
144,1,A Plus Golden Veda,575,20.0
145,1,A Plus Golden Veda,555,19.0
146,1,A Plus Golden Veda,450,16.0
147,1,A Plus Golden Veda,545,19.0
148,1,A Plus Golden Veda,565,22.6
149,1,A Plus Golden Veda,555,22.0
150,1,A Plus Golden Veda,555,19.0
151,1,A Plus Golden Veda,600,22.0
152,2,A Surti Universal Cubical,950,1.6
154,2,A Surti Universal Cubical,1117,1.6
155,2,A Surti Universal Cubical,1130,1.8
156,2,A Surti Universal Cubical,1000,1.65
157,1,A Surti Universal Cubical,663,1.25
159,1,A Surti Universal Cubical,687,1.22
160,2,A Surti Universal Cubical,967,1.55
163,2,A Surti Universal Cubical,1030,1.55
164,2,A Surti Universal Cubical,1005,1.65
165,1,A Surti Universal Cubical,720,1.2
166,1,A Surti Universal Cubical,700,1.25
167,1,A Surti Universal Cubical,740,1.18
168,2,A Surti Universal Cubical,1100,1.6
169,2,A Surti Universal Cubical,918,1.65
171,2,A Surti Universal Cubical,689,1.5
172,3,A Surti Universal Cubical,907,2.15
173,2,A Surti Universal Cubical,684,1.47
174,2,A Surti Universal Cubical,700,1.65
175,2,A Surti Universal Cubical,683,1.46
176,2,A Surti Universal Cubical,682,1.45
177,3,A Surti Universal Cubical,915,2.4
178,2,ACME Avenue,900,1.25
179,2,ACME Avenue,800,1.35
181,2,ACME Avenue,700,1.05
182,3,ACME Avenue,1600,2.62
183,2,ACME Avenue,900,1.4
184,2,ACME Avenue,850,1.4
186,2,ACME Avenue,900,1.5
187,2,ACME Avenue,830,1.49
188,2,ACME Avenue,958,1.5
189,2,ACME Avenue,980,1.4
190,3,ACME Avenue,1220,2.2
191,3,ACME Avenue,1200,2.1
192,3,ACME Avenue,1220,2.2
193,3,ACME Avenue,1200,2.1
194,3,ACME Avenue,1200,2.0
195,2,ACME Avenue,900,1.5
196,2,ACME Avenue,890,1.5
197,2,ACME Avenue,890,1.5
198,2,ACME Avenue,890,1.5
199,2,ACME Avenue,1100,1.49
200,2,ACME Eucalyptia,637,1.4
201,2,ACME Eucalyptia,637,1.4
202,2,ACME Eucalyptia,603,1.33
203,2,ACME Eucalyptia,603,1.33
204,2,ACME Eucalyptia,637,1.4
205,2,ACME Eucalyptia,637,1.4
206,2,ACME Eucalyptia,603,1.33
207,2,ACME Eucalyptia,603,1.33
208,2,ACME Eucalyptia,625,1.38
209,2,ACME Eucalyptia,625,1.38
210,2,ACME Eucalyptia,601,1.32
211,2,ACME Eucalyptia,601,1.32
212,2,ACME Eucalyptia,601,1.32
213,2,ACME Eucalyptia,601,1.32
214,2,ACME Eucalyptia,637,1.4
215,2,ACME Eucalyptia,637,1.4
216,2,ACME Eucalyptia,603,1.33
217,2,ACME Eucalyptia,603,1.33
218,2,ACME Eucalyptia,637,1.4
219,2,ACME Eucalyptia,637,1.4
220,2,ACME Eucalyptia,603,1.33
221,2,ACME Eucalyptia,603,1.33
222,2,ACME Eucalyptia,625,1.38
223,2,ACME Eucalyptia,625,1.38
224,2,ACME Eucalyptia,601,1.32
225,2,ACME Eucalyptia,601,1.32
226,2,ACME Eucalyptia,601,1.32
227,2,ACME Eucalyptia,601,1.32
228,2,ACME Eucalyptia,600,1.32
229,2,ACME Eucalyptia,600,1.32
230,2,ACME Eucalyptia,637,1.4
231,2,ACME Eucalyptia,637,1.4
232,2,ACME Eucalyptia,603,1.33
233,2,ACME Eucalyptia,603,1.33
234,2,ACME Eucalyptia,637,1.4
235,2,ACME Eucalyptia,637,1.4
236,2,ACME Eucalyptia,603,1.33
237,2,ACME Eucalyptia,603,1.33
238,2,ACME Eucalyptia,625,1.38
239,2,ACME Eucalyptia,625,1.38
240,2,ACME Eucalyptia,601,1.32
241,2,ACME Eucalyptia,601,1.32
242,2,ACME Eucalyptia,601,1.32
243,2,ACME Eucalyptia,601,1.32
244,2,ACME Eucalyptia,600,1.32
245,2,ACME Eucalyptia,600,1.32
246,2,ACME Oasis,820,1.5
250,2,ACME Oasis,1100,1.8
252,2,ACME Oasis,1000,1.95
253,2,ACME Oasis,1000,1.9
254,2,ACME Oasis,1000,1.85
255,2,ACME Oasis,1000,1.85
256,2,ACME Oasis,1000,1.85
257,2,ACME Oasis,1000,1.95
258,2,ACME Oasis,1000,1.9
259,2,ACME Oasis,1000,1.9
260,2,ACME Oasis,1000,1.9
262,2,ACME Oasis,1000,1.85
263,2,ACME Oasis,1000,1.95
264,2,ACME Oasis,1000,1.85
265,2,ACME Oasis,1000,1.95
266,2,ACME Oasis,1000,1.9
267,2,ACME Oasis,1000,1.85
268,2,ACME Oasis,998,1.85
269,2,ACME Oasis,828,1.52
271,1,ACME Oasis,950,1.55
273,2,ACME Oasis,825,1.55
274,2,ACME Oasis,825,1.55
275,2,ACME Oasis,1000,1.6
276,2,ACME Oasis,950,1.55
279,2,ACME Oasis,798,1.47
280,2,ACME Oasis,798,1.47
281,2,ACME Oasis,798,1.47
282,2,ACME Oasis,798,1.47
283,2,ACME Oasis,798,1.47
284,2,ACME Ozone,1135,1.2
286,2,ACME Ozone,1099,1.18
287,2,ACME Ozone,1150,1.2
288,2,ACME Ozone,950,1.0
289,2,ACME Ozone,1020,1.25
290,3,ACME Ozone,1470,1.9
291,3,ACME Ozone,1150,1.42
292,2,ACME Ozone,950,1.1
293,2,ACME Ozone,980,1.06
294,2,ACME Ozone,980,1.06
295,3,ACME Ozone,1200,1.5
296,4,ACME Ozone,2200,2.75
297,4,ACME Ozone,2200,2.75
298,2,ACME Ozone,1099,1.25
300,4,ACME Ozone,2200,2.75
301,2,ACME Ozone,1099,1.25
302,4,ACME Ozone,2200,2.75
303,2,ACME Ozone,1099,1.25
305,2,ACME Ozone,1065,1.15
307,4,ACME Ozone,2200,2.75
308,4,ACME Ozone,2200,2.75
309,4,ACME Ozone,2200,2.75
310,4,ACME Ozone,2200,2.75
311,3,ACME Ozone,1350,1.65
312,4,ACME Ozone,2200,2.75
313,4,ACME Ozone,2200,2.75
314,4,ACME Ozone,2200,2.75
315,4,ACME Ozone,2200,2.75
316,4,ACME Ozone,2200,2.75
318,2,ACME Ozone,1065,1.15
319,4,ACME Ozone,2200,2.75
320,4,ACME Ozone,2200,2.75
321,4,ACME Ozone,2200,2.75
323,2,ACME Ozone,1099,1.25
324,2,ACME Ozone,1099,1.25
325,3,ACME Ozone,1350,1.75
326,4,ACME Ozone,2200,2.75
327,2,ACME Ozone,1099,1.25
328,2,ACME Ozone,1099,1.25
329,3,ACME Ozone,1350,1.75
334,2,ACME Ozone,1065,1.15
335,2,ACME Ozone,1065,1.15
336,2,ACME Ozone,1056,1.15
337,2,ACME Ozone,1099,1.25
338,2,ACME Ozone,1099,1.25
339,2,ACME Ozone,1099,1.25
340,3,ACME Ozone,1350,1.75
341,2,ACME Ozone,1065,1.15
344,4,ACME Ozone,2200,2.75
348,4,ACME Ozone,2200,2.75
349,4,ACME Ozone,2200,2.75
353,4,ACME Ozone,2200,2.75
354,4,ACME Ozone,2200,2.75
356,4,ACME Ozone,2200,2.75
358,4,ACME Ozone,2200,2.75
359,4,ACME Ozone,2200,2.75
361,3,ACME Ozone,1350,1.75
362,3,ACME Ozone,1350,1.75
366,4,ACME Ozone,2200,2.75
367,4,ACME Ozone,2200,2.75
369,4,ACME Ozone,2200,2.75
370,3,ACME Ozone,1350,1.65
371,3,ACME Ozone,1350,1.65
372,4,ACME Ozone,2200,2.75
373,4,ACME Ozone,2200,2.75
374,2,ACME Ozone,1065,1.15
375,2,ACME Ozone,1065,1.15
376,3,ACME Ozone,1350,1.65
377,2,ACME Ozone,1065,1.15
378,4,ACME Ozone,2200,2.75
380,3,ACME Ozone,1350,1.75
381,2,ACME Ozone,1099,1.25
384,2,ACME Ozone,1065,1.15
385,2,ACME Ozone,1065,1.15
386,3,ACME Ozone,1350,1.75
387,3,ACME Ozone,1350,1.75
389,2,ACME Ozone,1065,1.15
391,3,ACME Ozone,1350,1.75
392,3,ACME Ozone,1350,1.75
394,3,ACME Ozone,1350,1.75
395,4,ACME Ozone,2200,2.75
398,2,ACME Ozone,1099,1.25
399,3,ACME Ozone,1350,1.75
400,3,ACME Ozone,1350,1.75
401,2,ACME Ozone,1099,1.25
402,3,ACME Ozone,1350,1.75
403,2,ACME Ozone,1099,1.25
404,2,ACME Ozone Phase 2,1000,1.2
405,2,ACME Ozone Phase 2,1100,1.25
406,2,ACME Ozone Phase 2,1100,1.25
412,2,ACME Ozone Phase 2,1065,1.15
415,2,ACME Ozone Phase 2,1050,1.25
416,2,ACME Ozone Phase 2,950,1.15
418,2,ACME Ozone Phase 2,980,1.15
421,3,ACME Ozone Phase 2,1470,1.8
422,3,ACME Ozone Phase 2,1454,1.72
423,2,ACME Ozone Phase 2,1065,1.15
426,4,ACME Ozone Phase 2,2200,2.75
427,4,ACME Ozone Phase 2,2200,2.75
428,4,ACME Ozone Phase 2,2200,2.75
432,2,ACME Ozone Phase 2,1065,1.15
433,4,ACME Ozone Phase 2,2200,2.6
434,2,ACME Ozone Phase 2,1065,1.15
438,2,ACME Ozone Phase 2,1065,1.15
439,4,ACME Ozone Phase 2,2200,2.6
440,2,ACME Ozone Phase 2,1065,1.15
441,2,ACME Ozone Phase 2,1065,1.15
442,2,ACME Ozone Phase 2,1065,1.15
443,4,ACME Ozone Phase 2,2200,2.75
444,4,ACME Ozone Phase 2,2200,2.75
445,4,ACME Ozone Phase 2,2200,2.75
446,4,ACME Ozone Phase 2,2200,2.75
447,4,ACME Ozone Phase 2,2200,2.75
448,4,ACME Ozone Phase 2,2200,2.6
449,2,ACME Ozone Phase 2,1065,1.15
450,4,ACME Ozone Phase 2,2200,2.6
452,4,ACME Ozone Phase 2,2200,2.6
453,4,ACME Ozone Phase 2,2550,2.6
454,4,ACME Ozone Phase 2,2200,2.75
455,4,ACME Ozone Phase 2,2200,2.75
456,2,ACME Ozone Phase 2,1065,1.15
457,4,ACME Ozone Phase 2,2200,2.6
459,4,ACME Ozone Phase 2,2200,2.6
460,2,ACME Ozone Phase 2,1065,1.15
462,4,ACME Ozone Phase 2,2200,2.75
463,4,ACME Ozone Phase 2,2550,2.6
464,4,ACME Ozone Phase 2,2550,2.6
465,4,ACME Ozone Phase 2,2250,2.6
466,3,ACME Ozone Phase 2,1350,1.65
467,4,ACME Ozone Phase 2,2200,2.75
468,4,ACME Ozone Phase 2,2200,2.6
469,4,ACME Ozone Phase 2,2200,2.75
470,2,ACME Ozone Phase 2,1150,1.1
471,2,ACME Ozone Phase 2,1065,1.15
472,2,ACME Ozone Phase 2,1065,1.1
475,4,ACME Ozone Phase 2,2200,2.75
477,2,ACME Ozone Phase 2,1065,1.1
478,2,ACME Ozone Phase 2,1065,1.15
479,2,ACME Ozone Phase 2,1065,1.15
481,2,ACME Ozone Phase 2,1065,1.1
482,2,ACME Ozone Phase 2,1065,1.15
483,4,ACME Ozone Phase 2,2200,2.75
484,2,ACME Ozone Phase 2,1065,1.15
485,2,ACME Ozone Phase 2,1065,1.15
486,2,ACME Ozone Phase 2,1065,1.15
487,2,ACME Ozone Phase 2,1065,1.15
488,4,ACME Ozone Phase 2,2200,2.75
489,2,ACME Ozone Phase 2,1065,1.15
490,4,ACME Ozone Phase 2,2550,2.75
491,2,ACME Ozone Phase 2,1065,1.15
492,2,ACME Ozone Phase 2,1025,1.1
493,2,ACME Ozone Phase 2,1025,1.1
494,3,ACME Ozone Phase 2,2200,2.75
495,2,ACME Ozone Phase 2,1065,1.15
496,2,ACME Ozone Phase 2,1065,1.09
497,2,ACME Ozone Phase 2,1065,1.15
498,4,ACME Ozone Phase 2,2200,2.75
499,2,ACME Ozone Phase 2,1065,1.15
500,4,ACME Ozone Phase 2,2200,2.75
501,4,ACME Ozone Phase 2,2200,2.75
502,2,ACME Ozone Phase 2,1065,1.15
503,4,ACME Ozone Phase 2,2200,2.75
504,4,ACME Ozone Phase 2,2200,2.75
505,4,ACME Ozone Phase 2,2550,2.75
506,4,ACME Ozone Phase 2,2200,2.75
507,4,ACME Ozone Phase 2,2200,2.75
508,2,ACME Ozone Phase 2,1065,1.15
509,4,ACME Ozone Phase 2,2200,2.75
510,2,ACME Ozone Phase 2,1065,1.09
511,4,ACME Ozone Phase 2,2200,2.75
512,3,ACME Ozone Phase 2,2200,2.75
513,4,ACME Ozone Phase 2,2550,2.75
514,4,ACME Ozone Phase 2,2200,2.75
515,4,ACME Ozone Phase 2,2200,2.75
516,2,ACME Ozone Phase 2,1065,1.15
517,4,ACME Ozone Phase 2,2200,2.75
518,4,ACME Ozone Phase 2,2200,2.75
519,2,ACME Ozone Phase 2,1065,1.15
520,4,ACME Ozone Phase 2,2550,2.6
522,4,ACME Ozone Phase 2,2550,2.75
523,2,ACME Ozone Phase 2,1065,1.15
525,4,ACME Ozone Phase 2,2200,2.75
528,4,ACME Ozone Phase 2,2200,2.75
529,4,ACME Ozone Phase 2,2200,2.75
530,4,ACME Ozone Phase 2,2200,2.75
531,2,ACME Ozone Phase 2,1065,1.09
532,2,ACME Ozone Phase 2,1065,1.09
533,4,ACME Ozone Phase 2,2550,2.6
534,4,ACME Ozone Phase 2,2550,2.6
535,4,ACME Ozone Phase 2,2550,2.6
537,4,ACME Ozone Phase 2,2550,2.6
539,4,ACME Ozone Phase 2,2200,2.4
540,4,ACME Ozone Phase 2,2200,2.4
541,3,ACME Ozone Phase 2,1350,1.65
542,4,ACME Ozone Phase 2,2200,2.4
543,4,ACME Ozone Phase 2,2200,2.4
544,3,ACME Ozone Phase 2,1350,1.65
545,2,ACME Ozone Phase 2,1065,1.09
549,3,ACME Ozone Phase 2,1350,1.65
550,3,ACME Ozone Phase 2,1350,1.65
551,3,ACME Ozone Phase 2,1350,1.65
552,4,ACME Ozone Phase 2,2200,2.4
553,4,ACME Ozone Phase 2,2550,2.6
554,4,ACME Ozone Phase 2,2550,2.6
555,4,ACME Ozone Phase 2,2550,2.6
556,4,ACME Ozone Phase 2,2200,2.6
558,2,ACME Ozone Phase 2,1065,1.15
560,2,ACME Ozone Phase 2,1065,1.15
561,4,ACME Ozone Phase 2,2200,2.6
562,4,ACME Ozone Phase 2,2200,2.75
569,4,ACME Ozone Phase 2,2550,2.6
570,4,ACME Ozone Phase 2,2550,2.6
571,4,ACME Ozone Phase 2,2550,2.6
574,4,ACME Ozone Phase 2,2200,2.6
577,4,ACME Ozone Phase 2,2550,2.6
578,4,ACME Ozone Phase 2,2550,2.6
582,4,ACME Ozone Phase 2,2550,2.6
583,4,ACME Ozone Phase 2,2550,2.6
584,4,ACME Ozone Phase 2,2550,2.6
587,4,ACME Ozone Phase 2,2200,2.6
593,4,ACME Ozone Phase 2,2250,2.6
594,2,ACME Ozone Phase 2,1065,1.15
595,2,ACME Ozone Phase 2,1065,1.15
596,4,ACME Ozone Phase 2,2200,2.6
597,4,ACME Ozone Phase 2,2200,2.6
598,4,ACME Ozone Phase 2,2200,2.6
599,4,ACME Ozone Phase 2,2200,2.6
607,4,ACME Ozone Phase 2,2550,2.6
614,4,ACME Ozone Phase 2,2250,2.6
618,4,ACME Ozone Phase 2,2200,2.6
619,4,ACME Ozone Phase 2,2200,2.75
620,4,ACME Ozone Phase 2,2200,2.4
621,4,ACME Ozone Phase 2,2550,2.6
622,2,ACME Ozone Phase 2,1065,1.15
624,4,ACME Ozone Phase 2,2200,2.6
625,2,ACME Ozone Phase 2,1065,1.15
627,4,ACME Ozone Phase 2,2200,2.6
628,2,ACME Ozone Phase 2,1065,1.15
629,4,ACME Ozone Phase 2,2200,2.6
640,4,ACME Ozone Phase 2,2200,2.6
641,4,ACME Ozone Phase 2,2200,2.6
642,4,ACME Ozone Phase 2,2200,2.6
644,4,ACME Ozone Phase 2,2200,2.6
645,4,ACME Ozone Phase 2,2200,2.6
647,4,ACME Ozone Phase 2,2200,2.75
649,4,ACME Ozone Phase 2,2200,2.6
650,2,ACME Ozone Phase 2,1065,1.15
655,4,ACME Ozone Phase 2,2200,2.75
659,4,ACME Ozone Phase 2,2200,2.6
662,4,ACME Ozone Phase 2,2200,2.6
663,4,ACME Ozone Phase 2,2200,2.6
664,4,ACME Ozone Phase 2,2200,2.6
665,4,ACME Ozone Phase 2,2200,2.6
668,2,ACME Ozone Phase 2,1065,1.15
671,2,ACME Ozone Phase 2,1065,1.15
672,4,ACME Ozone Phase 2,2200,2.6
673,4,ACME Ozone Phase 2,2550,2.6
674,4,ACME Ozone Phase 2,2550,2.6
678,4,ACME Ozone Phase 2,2250,2.6
679,4,ACME Ozone Phase 2,2200,2.6
680,4,ACME Ozone Phase 2,2200,2.6
681,4,ACME Ozone Phase 2,2200,2.6
683,4,ACME Ozone Phase 2,2200,2.6
684,4,ACME Ozone Phase 2,2200,2.6
685,4,ACME Ozone Phase 2,2550,2.6
690,4,ACME Ozone Phase 2,2200,2.75
691,4,ACME Ozone Phase 2,2200,2.75
692,4,ACME Ozone Phase 2,2200,2.75
693,4,ACME Ozone Phase 2,2200,2.75
698,4,ACME Ozone Phase 2,2550,2.6
699,4,ACME Ozone Phase 2,2550,2.6
705,2,ACME Ozone Phase 2,1065,1.15
707,4,ACME Ozone Phase 2,2200,2.75
708,4,ACME Ozone Phase 2,2200,2.6
712,4,ACME Ozone Phase 2,2200,2.6
713,4,ACME Ozone Phase 2,2200,2.6
714,4,ACME Ozone Phase 2,2200,2.6
715,4,ACME Ozone Phase 2,2200,2.6
716,2,ACME Ozone Phase 2,1065,1.15
720,4,ACME Ozone Phase 2,2200,2.6
723,2,ACME Ozone Phase 2,1065,1.15
724,4,ACME Ozone Phase 2,2550,2.6
725,2,ACME Ozone Phase 2,1065,1.15
726,4,ACME Ozone Phase 2,2200,2.6
727,2,ACME Ozone Phase 2,1065,1.15
728,2,ACME Ozone Phase 2,1065,1.15
729,2,ACME Ozone Phase 2,1065,1.15
730,2,ACME Ozone Phase 2,1065,1.15
731,4,ACME Ozone Phase 2,2550,2.6
733,4,ACME Ozone Phase 2,2200,2.6
744,4,ACME Ozone Phase 2,2200,2.4
745,3,ACME Ozone Phase 2,1350,1.65
746,4,ACME Ozone Phase 2,2200,2.4
748,2,ACME Ozone Phase 2,1065,1.15
754,4,ACME Ozone Phase 2,2200,2.6
761,4,ACME Ozone Phase 2,2550,2.6
765,4,ACME Ozone Phase 2,2200,2.6
769,4,ACME Ozone Phase 2,2200,2.6
771,4,ACME Ozone Phase 2,2200,2.6
772,4,ACME Ozone Phase 2,2200,2.6
779,4,ACME Ozone Phase 2,2550,2.6
784,4,ACME Ozone Phase 2,2550,2.6
785,4,ACME Ozone Phase 2,2200,2.75
786,2,ACME Ozone Phase 2,1065,1.15
787,2,ACME Ozone Phase 2,1065,1.15
788,4,ACME Ozone Phase 2,2200,2.75
790,2,ACME Ozone Phase 2,1065,1.15
791,4,ACME Ozone Phase 2,2200,2.75
792,2,ACME Ozone Phase 2,1065,1.15
793,2,ACME Ozone Phase 2,1065,1.15
794,2,ACME Ozone Phase 2,1065,1.15
795,2,ACME Ozone Phase 2,1065,1.15
796,2,ACME Ozone Phase 2,1065,1.15
797,2,ACME Ozone Phase 2,1065,1.15
798,2,ACME Ozone Phase 2,1065,1.15
799,2,ACME Ozone Phase 2,1065,1.15
800,2,ACME Ozone Phase 2,1065,1.15
801,2,ACME Ozone Phase 2,1065,1.15
802,2,ACME Ozone Phase 2,1065,1.15
804,2,ACME Ozone Phase 2,1065,1.15
805,2,ACME Ozone Phase 2,1068,1.2
806,2,ACME Ozone Phase 2,1065,1.15
807,2,ACME Ozone Phase 2,1065,1.15
808,2,ACME Ozone Phase 2,1065,1.15
809,2,ACME Ozone Phase 2,1065,1.15
811,2,ACME Ozone Phase 2,1065,1.15
812,2,ACME Ozone Phase 2,1065,1.15
813,2,ACME Ozone Phase 2,1065,1.15
814,2,ACME Ozone Phase 2,1065,1.15
815,2,ACME Ozone Phase 2,1065,1.15
816,2,ACME Ozone Phase 2,1065,1.15
817,4,ACME Ozone Phase 2,2550,2.6
818,4,ACME Ozone Phase 2,2250,2.65
819,2,ACME Ozone Phase 2,1065,1.15
820,2,ACME Ozone Phase 2,1065,1.15
821,2,ACME Ozone Phase 2,1065,1.15
822,2,ACME Ozone Phase 2,1065,1.15
823,4,ACME Ozone Phase 2,2200,2.75
824,2,ACME Ozone Phase 2,1065,1.15
825,4,ACME Ozone Phase 2,2200,2.75
827,2,ACME Ozone Phase 2,1065,1.15
828,2,ACME Ozone Phase 2,1065,1.15
830,4,ACME Ozone Phase 2,2200,2.6
831,4,ACME Ozone Phase 2,2550,2.6
832,2,ACME Ozone Phase 2,1065,1.15
834,2,ACME Ozone Phase 2,1068,1.2
835,4,ACME Ozone Phase 2,2550,2.6
839,2,ACME Ozone Phase 2,1065,1.15
841,2,ACME Ozone Phase 2,1065,1.15
844,2,ANA Avant Garde Phase 1,980,1.1
846,2,ANA Avant Garde Phase 1,1260,1.15
849,2,ANA Avant Garde Phase 1,1240,1.27
850,2,ANA Avant Garde Phase 1,1250,1.26
853,2,ANA Avant Garde Phase 1,1250,1.25
854,2,ANA Avant Garde Phase 1,1250,1.01
857,2,ANA Avant Garde Phase 1,907,1.15
859,3,ANA Avant Garde Phase 1,1130,1.36
861,2,ANA Avant Garde Phase 1,1100,1.02
864,3,ANA Avant Garde Phase 1,1020,1.52
865,2,ANA Avant Garde Phase 1,865,1.29
866,3,ANA Avant Garde Phase 1,1150,1.52
867,2,ANA Avant Garde Phase 1,907,1.29
868,2,ANA Avant Garde Phase 1,1025,1.25
870,1,AVA Guru Dwarka,750,69.63
873,1,AVA Guru Dwarka,720,73.84
874,1,AVA Guru Dwarka,424,69.99
875,1,AVA Guru Dwarka,474,78.0
876,1,AVA Guru Dwarka,422,69.0
877,1,AVA Guru Dwarka,506,78.0
878,1,AVA Guru Dwarka,568,82.0
879,1,AVA Guru Dwarka,508,80.0
880,1,AVA Guru Dwarka,540,84.0
881,1,AVA Guru Dwarka,540,83.0
882,1,AVA Guru Dwarka,540,85.0
883,1,AVA Guru Dwarka,540,84.51
884,1,AVA Guru Dwarka,540,82.0
885,1,AVA Guru Dwarka,540,84.0
886,1,AVA Guru Dwarka,540,83.0
887,1,AVA Guru Dwarka,540,85.0
888,1,AVA Guru Dwarka,540,84.51
889,1,AVA Guru Dwarka,540,83.0
890,1,AVA Guru Dwarka,540,85.0
891,1,AVA Guru Dwarka,540,84.51
892,1,AVA Guru Dwarka,540,82.0
896,1,AVA Guru Dwarka,540,84.0
897,1,AVA Guru Dwarka,616,71.5
900,1,Aadi Allure Wings A To E,461,1.12
901,1,Aadi Allure Wings A To E,503,1.22
902,2,Aadi Allure Wings A To E,627,1.5
903,2,Aadi Allure Wings A To E,730,1.74
904,1,Aadi Allure Wings A To E,458,1.11
905,1,Aadi Allure Wings A To E,507,1.23
906,2,Aadi Allure Wings A To E,733,1.75
907,2,Aadi Allure Wings A To E,665,1.59
